Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2023-01-01,180.55416666666667,224.99166666666667,14.706527777777778,6.231701388888889,18.942604166666666,21.0984375,6.013854166666667,0.7808333333333334,0.9310714285714285,0.0,,,,,,,83.44746527777778,0.4198611111111111,149.0272222222222,0.0020833333333333333,0.0020833333333333333,91.05229166666668,750.0,
2023-01-02,119.08749999999999,164.5375,7.055173611111111,6.331458333333333,10.898645833333333,21.150833333333335,5.334131944444445,0.5584375,1.8179166666666668,0.0,,,,,,,84.36899305555555,0.5991666666666666,138.63368055555554,0.0011458333333333333,0.0011458333333333333,81.7584375,750.0,
2023-01-03,117.22916666666667,170.10416666666666,15.139722222222224,7.910069444444445,20.334479166666668,21.14090277777778,5.287326388888888,0.5620833333333334,1.512857142857143,0.0,,,,,,,81.36048611111111,0.42319444444444443,155.10180555555556,0.0,0.0,98.81072916666666,750.0,
2023-01-04,151.51666666666668,222.4375,25.81642361111111,8.993298611111111,31.9165625,21.08986111111111,5.7153125,0.6107291666666667,2.2936111111111113,0.0,,,,,,,81.46503472222223,0.4726736111111111,149.02295138888888,0.00125,0.00125,93.13916666666667,750.0,
2023-01-05,95.82083333333333,143.7125,3.5761805555555557,8.5078125,9.12125,21.341493055555556,5.077013888888889,0.39166666666666666,8.02,0.0,,,,,,,80.14069444444445,0.6871875,135.91482638888888,0.010833333333333334,0.010833333333333334,96.64916666666666,750.0,
2023-01-06,103.09166666666665,165.43333333333334,15.590416666666668,8.664513888888889,21.415625000000002,21.16302083333333,5.214305555555556,0.50625,5.674270833333334,0.0,,,,,,,80.1476736111111,0.6505902777777778,129.95086805555556,0.003645833333333334,0.003645833333333334,102.44333333333333,750.0,
2023-01-07,106.575,165.09166666666667,17.103368055555556,7.788472222222222,22.20822916666667,21.0696875,5.269965277777778,0.5309375,5.009791666666667,0.0,,,,,,,79.60673611111112,0.5226736111111111,135.38756944444444,0.0024999999999999957,0.0024999999999999957,103.763125,750.0,
2023-01-08,166.2375,233.4,34.945,7.111875,12.467395833333333,20.747500000000002,5.7890625,0.21854166666666666,2.76625,0.0,,,,,,,95.725,0.1359375,118.475625,0.0,0.0,1.6704166666666669,750.0,
2023-01-09,,,,,0.0,,,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,,
2023-01-10,,,,,0.0,,,0.0,,0.0,,,,,,,,,,0.0,0.0,0.0,,
2023-01-11,115.16666666666667,200.03383333333335,8.198833333333333,15.523666666666667,3.6625,21.755833333333335,5.449333333333334,0.11114583333333333,2.9240000000000004,0.0,,,,,,,83.71383333333333,0.5283333333333333,180.71316666666667,0.0,0.0,0.0,750.0,
2023-01-12,147.10458333333335,214.86333333333334,2.3401388888888888,9.908645833333333,8.806458333333333,21.400243055555553,5.670659722222222,0.5710416666666667,4.807013888888889,0.0,,,,,,,78.81979166666666,0.4807986111111111,157.2096527777778,0.002083333333333329,0.002083333333333329,85.30927083333333,750.0,
2023-01-13,131.67083333333332,190.95416666666665,2.014340277777778,9.615729166666666,8.2878125,21.34815972222222,5.752743055555555,0.5059375,6.761388888888889,0.0,,,,,,,75.97704861111112,0.6817708333333333,182.58343749999997,0.0008333333333333334,0.0008333333333333334,83.01666666666667,750.0,
2023-01-14,202.6,293.3833333333333,4.275833333333334,8.927222222222222,10.2359375,21.294479166666665,5.879965277777778,0.6594791666666667,4.978159722222222,0.0,,,,,,,78.84805555555555,0.43333333333333335,170.01059027777777,0.00125,0.00125,61.955729166666664,750.0,
2023-01-15,183.35416666666666,228.77499999999998,0.7089583333333334,4.095138888888889,3.3492708333333336,20.971041666666668,5.831458333333334,0.6566666666666666,4.064409722222222,0.0,,,,,,,87.09725694444444,0.5267013888888888,163.85888888888888,0.00125,0.00125,51.422604166666666,750.0,
2023-01-16,213.29999999999998,278.3041666666667,1.9697222222222222,7.182361111111111,6.684479166666667,21.23517361111111,6.341597222222222,0.7322916666666667,5.808715277777778,0.0,,,,,,,82.59822916666667,0.6703472222222223,184.48770833333333,0.0,0.0,76.34760416666667,750.0,
2023-01-17,178.57916666666665,250.0583333333333,0.34,7.428958333333334,5.150520833333333,21.232673611111114,5.8675,0.538125,5.771527777777778,0.0,,,,,,,77.65472222222222,0.5955902777777778,165.13475694444443,0.0008333333333333334,0.0008333333333333334,76.70375,750.0,
2023-01-18,172.82500000000002,243.13333333333333,0.5952430555555556,8.221388888888889,5.9781249999999995,21.33666666666667,5.619861111111111,0.5345833333333333,15.845416666666667,0.0,,,,,,,80.25569444444444,0.6302777777777778,181.0360763888889,0.004583333333333334,0.004583333333333334,74.68958333333335,750.0,
2023-01-19,165.12916666666666,245.3125,15.487256944444445,11.098298611111112,22.755520833333335,21.26454861111111,4.437395833333333,0.6432291666666666,17.275590277777777,0.0,,,,,,,81.03131944444443,0.4447569444444444,165.64138888888888,0.0008333333333333334,0.0008333333333333334,76.70666666666666,750.0,
2023-01-20,154.50416666666666,229.59583333333333,19.88684027777778,10.2184375,26.516458333333333,21.095381944444444,4.2853125,0.6392708333333333,17.44215277777778,0.0,,,,,,,78.386875,0.5025694444444444,146.22065972222222,0.0,0.0,90.43229166666667,750.0,
