Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2020-01-01 00:00:00,129.15,190.23,44.72,11.26,85.47,14.84,12.32,1.78,17.89,1.43,NA,NA,NA,0.33,0.98,16.90,76.03,0.92,138.29,0.02,1.94,193.44,929.01,NA
2020-01-02 00:00:00,59.62,101.89,14.05,12.40,36.34,14.32,12.21,0.67,17.90,0.50,NA,NA,NA,0.12,0.36,18.68,70.97,1.07,133.76,0.01,0.89,242.83,896.30,NA
2020-01-03 00:00:00,70.38,101.91,16.60,9.75,37.67,13.72,12.23,0.70,17.86,0.54,NA,NA,NA,0.12,0.33,16.09,87.21,0.99,147.38,0.04,3.74,103.09,929.92,NA
2020-01-04 00:00:00,95.40,130.76,22.57,7.66,45.27,15.40,12.02,0.92,17.99,0.56,NA,NA,NA,0.13,0.41,16.68,84.10,0.69,151.59,0.07,6.47,203.69,917.84,NA
2020-01-05 00:00:00,96.59,136.95,40.86,9.45,77.20,15.54,12.24,1.27,17.92,0.75,NA,NA,NA,0.20,0.61,15.88,85.97,0.82,211.34,0.07,6.79,147.66,930.92,NA
2020-01-06 00:00:00,95.32,161.58,16.84,10.20,38.58,14.05,11.76,0.85,18.72,0.42,NA,NA,NA,0.10,0.32,15.16,85.12,0.80,159.38,0.02,1.80,247.09,931.57,NA
2020-01-07 00:00:00,156.97,270.27,57.48,12.45,107.71,16.40,12.59,1.63,19.71,2.32,NA,NA,NA,146.12,146.49,14.84,83.47,0.73,161.84,0.08,7.94,282.47,917.66,NA
2020-01-08 00:00:00,150.04,222.14,67.34,12.54,123.99,16.30,12.57,1.69,17.92,38.45,NA,NA,NA,472.18,472.37,15.87,80.73,0.89,152.78,0.02,1.94,263.42,909.60,NA
2020-01-09 00:00:00,152.19,206.74,36.13,10.60,70.67,17.94,12.41,1.68,18.02,0.92,NA,NA,NA,289.21,289.46,16.41,84.36,0.90,139.09,0.04,4.12,190.04,832.50,NA
2020-01-10 00:00:00,159.03,226.79,55.87,12.19,104.77,18.50,12.84,1.82,18.31,4.79,NA,NA,NA,43.59,44.12,16.78,82.77,0.82,132.97,0.07,6.45,255.79,893.91,NA
2020-01-11 00:00:00,165.77,242.83,72.41,13.24,133.04,19.16,12.95,1.83,18.02,1.14,NA,NA,NA,0.38,0.96,16.44,81.35,0.83,140.10,0.07,6.40,269.58,919.16,NA
2020-01-12 00:00:00,143.39,221.56,85.78,15.34,157.30,17.89,13.17,1.61,18.03,1.09,NA,NA,NA,0.31,0.89,16.66,77.99,0.95,115.75,0.02,1.86,300.12,929.30,NA
2020-01-13 00:00:00,150.01,235.37,75.48,13.88,138.79,16.48,13.08,1.65,18.19,1.13,NA,NA,NA,0.42,1.16,16.87,78.08,0.92,115.55,0.03,2.66,313.48,910.52,NA
2020-01-14 00:00:00,200.08,285.56,78.40,14.47,144.20,17.82,13.20,1.85,18.18,1.08,NA,NA,NA,0.33,0.94,17.34,77.70,0.75,143.54,0.11,10.63,271.07,917.16,NA
2020-01-15 00:00:00,364.31,473.39,90.70,14.91,164.88,24.64,13.41,3.71,18.43,2.39,NA,NA,NA,399.72,400.01,18.17,76.98,0.70,128.60,0.07,6.28,248.89,929.16,NA
2020-01-16 00:00:00,161.36,228.34,68.17,11.18,123.86,26.98,13.42,2.04,18.11,1.95,NA,NA,NA,293.54,293.69,18.63,75.41,0.75,116.14,0.04,3.64,274.10,929.44,NA
2020-01-17 00:00:00,127.17,205.94,72.99,14.17,135.01,21.12,13.77,1.38,18.21,1.04,NA,NA,NA,0.29,0.86,18.47,76.72,0.93,106.04,0.02,1.80,283.58,932.78,NA
2020-01-18 00:00:00,149.46,240.52,77.16,16.08,143.92,20.35,14.16,1.50,19.73,1.23,NA,NA,NA,0.30,0.90,18.94,76.16,0.75,154.58,0.08,7.49,265.51,919.90,NA
2020-01-19 00:00:00,117.51,187.47,69.65,13.41,128.71,22.11,13.75,1.30,18.24,0.79,NA,NA,NA,0.21,0.65,18.54,82.39,0.78,163.69,0.02,1.93,194.55,899.10,NA
2020-01-20 00:00:00,77.97,119.61,6.46,8.79,20.01,17.46,12.47,0.58,21.06,0.16,NA,NA,NA,0.05,0.14,17.67,75.81,1.71,232.95,0.06,5.30,225.84,930.05,NA
2020-01-21 00:00:00,125.77,190.71,18.52,12.72,44.04,16.08,12.66,0.97,21.12,10.05,NA,NA,NA,36.87,37.01,16.06,78.36,0.93,190.23,0.06,6.17,237.94,913.66,NA
2020-01-22 00:00:00,133.65,212.39,51.50,15.65,101.30,17.02,13.36,1.37,20.48,0.40,NA,NA,NA,0.11,0.33,16.21,76.55,0.73,157.14,0.08,7.76,267.17,916.05,NA
2020-01-23 00:00:00,133.41,210.61,50.34,18.12,102.06,16.79,13.07,1.30,18.19,1.74,NA,NA,NA,15.03,15.41,15.80,72.12,0.96,175.03,0.07,6.44,271.12,904.29,NA
2020-01-24 00:00:00,183.93,268.80,46.06,17.62,94.51,16.16,13.87,1.78,19.03,11.56,NA,NA,NA,51.84,52.11,14.34,83.11,0.57,159.23,0.07,6.80,107.43,932.09,NA
2020-01-25 00:00:00,169.56,278.45,68.91,16.66,130.99,15.63,13.21,1.75,17.92,0.00,NA,NA,NA,NA,NA,14.52,78.86,0.85,132.39,0.01,1.05,291.46,919.59,NA
2020-01-26 00:00:00,156.12,236.74,59.33,12.76,111.08,16.10,13.13,1.68,18.14,0.00,NA,NA,NA,NA,NA,15.16,77.88,0.82,131.46,0.04,3.36,289.92,910.12,NA
2020-01-27 00:00:00,140.32,241.20,78.13,17.90,147.44,16.62,13.85,1.57,20.72,6.60,NA,NA,NA,26.49,26.49,16.19,73.31,0.86,180.36,0.04,3.45,289.51,892.61,NA
2020-01-28 00:00:00,NA,314.45,78.37,17.74,147.72,18.34,13.67,1.92,18.13,0.00,NA,NA,NA,NA,NA,16.62,79.30,0.69,169.62,0.02,2.10,210.90,913.90,NA
2020-01-29 00:00:00,108.29,344.50,80.08,21.92,154.96,20.15,13.97,1.94,20.11,5.51,NA,NA,NA,5.23,5.45,16.33,80.94,0.83,128.64,0.09,8.48,220.92,907.18,NA
2020-01-30 00:00:00,146.90,234.29,51.88,15.98,102.31,21.60,13.65,1.58,18.99,1.02,NA,NA,NA,0.33,0.96,18.17,75.08,0.91,149.36,0.07,6.49,233.06,917.65,NA
2020-01-31 00:00:00,77.58,111.31,10.94,8.84,27.41,17.78,12.85,0.64,18.76,0.30,NA,NA,NA,0.10,0.29,15.45,91.77,1.36,133.69,0.01,0.87,108.22,926.59,NA
2020-02-01 00:00:00,122.79,182.61,28.08,10.10,56.90,18.14,13.23,1.20,18.75,0.69,NA,NA,NA,0.25,0.73,17.01,83.88,0.85,137.85,0.13,12.62,207.46,913.08,NA
2020-02-02 00:00:00,102.43,171.33,47.41,15.35,94.28,18.28,13.47,1.17,19.12,0.74,NA,NA,NA,0.29,0.85,17.08,72.77,1.05,202.08,0.06,5.58,277.00,917.14,NA
2020-02-03 00:00:00,122.84,199.67,63.40,22.14,127.81,15.91,13.95,1.09,23.13,1.05,NA,NA,NA,0.59,1.74,15.81,69.67,0.86,160.64,0.09,8.12,299.37,926.62,NA
2020-02-04 00:00:00,139.59,223.67,79.59,23.70,156.04,17.59,15.05,1.32,24.79,0.78,NA,NA,NA,0.34,1.00,16.49,73.05,0.86,133.84,0.02,1.85,303.94,921.35,NA
2020-02-05 00:00:00,155.30,255.44,80.15,25.01,158.38,19.22,14.45,1.61,22.24,1.10,NA,NA,NA,0.50,1.46,16.68,73.85,0.75,161.96,0.07,6.22,269.27,872.02,NA
2020-02-06 00:00:00,151.26,242.73,52.67,18.75,106.55,19.68,15.20,1.46,27.03,1.08,NA,NA,NA,0.44,1.25,16.88,72.85,0.80,136.10,0.07,6.25,286.31,859.24,NA
2020-02-07 00:00:00,137.52,231.74,43.86,20.40,93.84,18.26,13.11,1.36,18.58,0.92,NA,NA,NA,0.32,0.97,17.53,71.59,0.87,130.42,0.08,7.71,249.14,905.44,NA
2020-02-08 00:00:00,135.43,235.39,54.75,20.09,111.39,17.52,13.08,1.46,18.43,1.12,NA,NA,NA,0.60,1.06,18.49,70.60,0.86,134.81,0.12,11.15,237.51,905.51,NA
2020-02-09 00:00:00,107.40,189.60,35.33,17.77,77.05,17.86,12.59,1.12,18.12,0.71,NA,NA,NA,0.35,0.75,19.54,66.80,0.91,180.63,0.21,19.68,264.58,902.27,NA
2020-02-10 00:00:00,103.55,219.70,54.19,19.64,110.00,18.34,13.08,1.01,18.37,0.59,NA,NA,NA,0.26,0.73,18.59,69.59,0.79,173.16,0.09,8.37,289.56,913.62,NA
2020-02-11 00:00:00,109.36,215.04,80.00,23.25,156.22,18.44,13.55,1.19,18.35,0.83,NA,NA,NA,0.41,1.21,19.05,66.48,0.81,145.16,0.13,12.54,281.61,880.93,NA
2020-02-12 00:00:00,119.26,223.12,84.00,24.45,164.18,19.28,13.79,1.18,18.35,0.93,NA,NA,NA,0.37,1.20,19.23,64.48,0.75,162.41,0.07,6.67,303.75,906.72,NA
2020-02-13 00:00:00,134.16,254.16,92.99,31.20,182.09,21.68,15.30,1.28,18.58,0.94,NA,NA,NA,0.46,1.35,18.98,65.25,0.96,165.14,0.09,8.12,287.98,914.69,NA
2020-02-14 00:00:00,141.39,264.43,57.54,27.36,123.77,23.59,13.57,1.21,19.36,0.78,NA,NA,NA,0.31,1.03,19.18,67.58,0.97,171.54,0.04,4.25,216.97,948.77,NA
2020-02-15 00:00:00,172.16,291.14,47.15,32.08,111.78,23.67,13.49,1.33,18.99,0.74,NA,NA,NA,0.36,1.02,19.64,66.26,0.71,136.43,0.09,8.60,224.96,913.07,NA
2020-02-16 00:00:00,208.49,298.99,41.90,24.29,94.80,24.22,13.49,1.61,18.58,0.96,NA,NA,NA,0.37,1.13,19.92,73.46,0.89,132.57,0.11,10.89,193.33,916.73,NA
2020-02-17 00:00:00,202.16,298.16,61.06,24.50,126.48,24.93,13.71,1.78,18.61,0.98,NA,NA,NA,0.40,1.36,20.63,75.11,0.79,127.45,0.08,7.61,193.01,916.64,NA
