,Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³)
2242,2023-02-21,173.13630434782607,240.02840579710147,5.402881944444444,2.563368055555556,5.297326388888889,14.455243055555556,4.488368055555556,1.0265625,15.313715277777776
2243,2023-02-22,155.64631944444446,206.57246527777772,5.423333333333333,2.5458333333333334,5.296909722222222,14.781493055555556,3.907673611111111,1.1405555555555555,17.424166666666668
2244,2023-02-23,47.68329545454546,71.80916666666667,5.432048611111111,2.624930555555556,5.251701388888889,13.553194444444443,4.406701388888889,0.4798958333333333,45.59489583333333
2245,2023-02-24,43.30520833333333,69.2321875,5.4362152777777775,2.5875347222222222,5.329166666666667,13.601319444444444,5.657777777777778,0.3522916666666666,43.61385416666667
2246,2023-02-25,66.901875,135.73239583333333,5.455000000000001,2.5828819444444444,5.3298958333333335,12.43732638888889,6.816944444444444,0.7334375,44.11225694444445
2247,2023-02-26,104.43701388888888,180.8254513888889,5.427986111111111,2.610451388888889,5.311979166666666,11.8209375,6.063819444444444,0.9319444444444444,40.0440625
2248,2023-02-27,92.48319444444444,163.69666666666666,5.428229166666667,2.597465277777778,5.317986111111112,11.455416666666666,8.470625,0.8503819444444445,30.060347222222223
2249,2023-02-28,71.07979166666667,187.6571875,5.395069444444445,2.5898958333333333,5.309583333333333,13.142604166666668,11.167291666666666,0.71625,44.28489583333334
2250,2023-03-01,73.75892857142857,135.93905303030303,5.461031746031746,2.5678571428571426,5.082916666666667,11.748849206349206,6.845795454545454,0.8968181818181818,48.03670454545454
2251,2023-03-02,106.19988636363637,196.0117857142857,5.442272727272727,2.5179545454545456,5.301742424242424,13.108939393939393,8.747159090909092,1.2183333333333335,44.49431818181818
2252,2023-03-03,122.3078125,245.0603125,5.472222222222222,2.571840277777778,5.341388888888889,13.164479166666666,10.09142361111111,1.2642013888888888,37.15190972222222
2253,2023-03-04,120.45620833333332,242.8830701754386,5.384404761904762,2.5976587301587304,7.454325396825396,12.662420634920636,8.578253968253968,1.4038492063492063,46.27484126984127
2254,2023-03-05,134.00170454545454,261.5434523809524,5.4125000000000005,2.590757575757576,5.301553030303031,12.106515151515152,12.40409090909091,1.4789772727272728,43.18310606060606
2255,2023-03-06,115.15891666666668,257.8269736842105,5.404583333333333,2.5426666666666664,5.28925,11.339625,9.436375,0.9149166666666666,54.49229166666667
2256,2023-03-07,,174.75666666666666,5.391979166666666,2.595833333333333,5.310173611111112,11.387847222222222,9.547326388888887,0.9191319444444443,33.62260416666667
2257,2023-03-08,,169.625125,5.401984126984127,2.600277777777778,5.320277777777778,11.65404761904762,10.700952380952382,0.9767460317460316,42.6868253968254
2258,2023-03-09,107.75625,206.9015625,5.443020833333333,2.5616666666666665,5.319305555555555,11.815104166666666,9.49232638888889,1.2533333333333332,32.053159722222226
2259,2023-03-10,123.24447916666666,247.18177083333333,5.4384375,2.590868055555556,5.3246875000000005,11.981944444444444,17.833194444444445,1.2804166666666668,38.65909722222222
2260,2023-03-11,139.96510416666666,372.1348958333333,5.440590277777777,2.549340277777778,5.3121875,12.0059375,14.207534722222222,1.4306944444444445,29.357916666666668
2261,2023-03-12,126.69697916666668,273.2361458333333,5.451284722222223,2.6076041666666665,5.340868055555556,12.1871875,17.289895833333333,1.179375,50.6871875
2262,2023-03-13,100.760625,206.85934027777776,5.416111111111111,2.597048611111111,5.317465277777778,11.72454861111111,14.544097222222222,1.1710763888888889,43.037013888888886
2263,2023-03-14,119.41489583333332,209.9696875,5.412916666666667,2.5799652777777777,5.302395833333333,11.955902777777778,12.723506944444445,1.1994791666666669,33.716458333333335
2264,2023-03-15,63.56229166666667,89.33109649122807,5.377817460317461,2.6018650793650795,5.297023809523809,11.669960317460315,10.017579365079364,0.5301587301587302,48.0947619047619
2265,2023-03-16,33.15927083333333,110.27913043478262,5.397222222222222,2.5560416666666668,5.279270833333333,12.097326388888888,7.641979166666666,0.3523958333333333,50.50670138888889
2266,2023-03-17,72.138125,105.47791666666669,5.398888888888888,2.608368055555556,5.305625,12.107430555555554,9.469756944444445,0.7897569444444444,34.96805555555556
2267,2023-03-18,62.04756944444444,82.10833333333333,5.4140625,2.591736111111111,5.308645833333333,10.96263888888889,9.084722222222222,0.5891666666666667,45.79527777777778
2268,2023-03-19,41.766875,55.82684782608696,5.416805555555555,2.585,5.3168750000000005,10.714826388888888,6.822465277777778,0.4608680555555555,27.965173611111112
2269,2023-03-20,,32.84739583333333,5.426215277777778,2.5919097222222223,5.316041666666667,11.824930555555556,6.404861111111111,0.4115972222222222,40.42072916666667
2270,2023-03-21,23.24363636363637,30.34270833333333,5.425381944444445,2.5663194444444444,5.304131944444444,10.951319444444444,6.9419097222222215,0.4213541666666666,32.96996527777778
2271,2023-03-22,32.7180701754386,47.61469298245614,5.4109375,2.6096875,5.3069444444444445,9.234409722222225,6.327013888888889,0.4354861111111111,19.447222222222223
2272,2023-03-23,37.80488095238096,60.33068181818182,5.2575,2.5466666666666664,5.172210144927536,8.706060606060605,8.47340579710145,0.3849275362318841,42.81876811594203
2273,2023-03-24,31.02520833333333,42.368833333333335,5.381597222222222,2.5922569444444443,5.281736111111111,8.545798611111111,7.493090277777778,0.3632986111111111,41.29333333333333
2274,2023-03-25,52.53902777777778,67.44597222222222,5.429861111111111,2.576736111111112,5.304965277777778,9.424548611111112,11.161354166666667,0.6708680555555556,41.0765625
2275,2023-03-26,54.33489583333333,,5.452604166666667,2.532465277777778,5.297881944444445,8.152847222222222,9.626284722222222,0.4973958333333333,47.99100694444444
2276,2023-03-27,58.46052083333333,185.38230769230768,5.420173611111111,2.5752083333333333,5.307256944444444,8.466215277777778,11.166041666666668,0.8264236111111112,26.86826388888889
2277,2023-03-28,70.50197916666666,165.4790625,5.425138888888889,2.572291666666666,5.308784722222222,7.224861111111111,13.718993055555556,0.6865625,38.21097222222222
2278,2023-03-29,33.8375,75.67104166666667,5.4228125,2.5653472222222224,5.300034722222223,6.700486111111111,11.60003472222222,0.3473958333333333,69.75170138888889
2279,2023-03-30,48.07416666666666,98.45447916666666,5.394305555555556,2.568958333333333,5.282569444444444,6.708125,13.886770833333332,0.5674305555555555,61.98753472222222
2280,2023-03-31,49.576145833333335,87.14121527777779,5.425104166666666,2.5551388888888886,5.290138888888889,6.814652777777778,10.788958333333332,0.5626041666666667,27.67590277777778
2281,2023-04-01,59.415416666666665,87.01072916666668,5.410798611111112,2.591875,5.287465277777778,6.989548611111111,8.012256944444443,0.7039930555555555,16.96486111111111
2282,2023-04-02,31.27477272727273,50.06037878787879,5.407048611111112,2.5513541666666666,5.279444444444445,6.860416666666667,6.892847222222223,0.5495833333333333,16.777395833333333
2283,2023-04-03,23.638849206349207,41.21619047619048,5.410034722222222,2.5345833333333334,5.276666666666666,6.368090277777778,6.358750000000001,0.4369791666666667,16.669756944444444
2284,2023-04-04,16.039886363636363,38.87206349206349,5.382028985507247,2.542246376811594,5.267427536231884,5.945688405797101,6.39231884057971,0.2994927536231884,16.38586956521739
2285,2023-04-05,30.34625,44.5955,5.4253125,2.595625,5.309965277777778,6.554305555555556,6.796145833333334,0.4100694444444444,16.604618055555555
2286,2023-04-06,35.145937499999995,74.7759375,5.435,2.583923611111111,5.316076388888889,5.646215277777777,6.745486111111112,0.4828472222222222,17.115347222222223
2287,2023-04-07,41.092395833333335,91.50104166666668,5.410451388888888,2.6082638888888887,5.311875,5.144270833333334,7.015243055555556,0.6183333333333333,17.71034722222222
2288,2023-04-08,75.19277777777778,170.8635507246377,5.511180555555556,2.5378819444444445,5.272708333333333,5.553368055555556,8.213541666666666,1.0202083333333334,20.41045138888889
2289,2023-04-09,110.47975694444445,228.8920652173913,5.432708333333333,2.5679861111111117,5.304479166666667,6.378576388888889,9.16423611111111,1.3741319444444444,24.287777777777777
2290,2023-04-10,102.77145833333331,274.4426388888889,5.404409722222223,2.586701388888889,5.300902777777778,5.961284722222222,8.91392361111111,1.353611111111111,23.68895833333333
2291,2023-04-11,113.31229166666668,245.0545833333333,5.411006944444445,2.5971180555555557,5.296076388888889,7.464930555555555,9.304965277777775,1.4770833333333335,26.239756944444448
2292,2023-04-12,142.6303125,267.24833333333333,5.409340277777777,2.5942708333333333,5.304548611111112,7.577152777777777,9.478506944444446,1.6051041666666668,27.20486111111111
2293,2023-04-13,131.735625,248.25640625,5.4103125,2.574027777777778,5.293020833333333,7.719409722222221,9.23611111111111,1.5671180555555555,26.463541666666668
2294,2023-04-14,126.32375,213.97055555555556,5.404756944444444,2.552916666666667,5.285104166666667,7.541006944444445,9.483194444444443,1.534166666666667,27.04527777777778
2295,2023-04-15,125.01635416666666,207.6460763888889,5.427465277777777,2.544479166666666,5.297951388888889,7.288888888888889,9.543020833333332,1.6063541666666667,27.402881944444445
2296,2023-04-16,153.55659090909091,252.3780882352941,5.418298611111111,2.5278125,5.280173611111111,6.963715277777777,10.477673611111111,1.7090625,29.902638888888887
2297,2023-04-17,82.98089285714286,271.8642307692308,5.397534722222222,2.545173611111111,5.277152777777778,8.204965277777779,11.547916666666666,1.1737152777777775,76.46069444444444
2298,2023-04-18,67.25583333333334,128.58135416666667,5.4090625,2.583263888888889,5.297951388888889,7.230416666666667,11.662013888888888,0.8143055555555555,86.225625
2299,2023-04-19,63.73652173913044,126.66510869565218,5.435034722222222,2.5273958333333333,5.293923611111111,6.521736111111111,10.936215277777778,0.625,65.83576388888889
2300,2023-04-20,30.6925,91.21791666666668,5.376527777777778,2.575138888888889,5.272291666666667,4.808923611111111,8.600277777777778,0.3792013888888889,84.16163194444444
2301,2023-04-21,24.92761363636364,56.15032608695652,5.938819444444444,2.552951388888889,5.389513888888889,5.161388888888889,8.207986111111111,0.3321180555555555,64.28086805555556
2302,2023-04-22,24.73586805555556,37.54864583333333,5.393159722222222,2.571180555555556,5.289375000000001,5.005416666666666,8.47607638888889,0.4696180555555556,52.790034722222224
2303,2023-04-23,36.74641304347826,57.31782608695652,5.413194444444444,2.6122916666666667,5.305590277777778,5.407569444444444,8.253680555555556,0.5044791666666667,36.99274305555556
2304,2023-04-24,34.047291666666666,76.04309027777778,5.425381944444445,2.5922569444444448,5.317048611111111,5.575486111111111,9.717465277777778,0.6401388888888889,52.77993055555555
2305,2023-04-25,48.3884375,118.19954861111113,5.410625,2.5603472222222226,5.295868055555556,5.183263888888889,10.680520833333333,0.6017361111111111,61.387708333333336
2306,2023-04-26,60.88999999999999,119.3459375,5.4146875,2.5669791666666666,5.301527777777777,4.655694444444444,11.883333333333333,0.7716319444444445,57.909375
2307,2023-04-27,46.64947916666667,68.29239583333333,5.405798611111112,2.5759375,5.289861111111111,4.6066666666666665,10.944652777777778,0.5256597222222222,82.26159722222222
2308,2023-04-28,38.836354166666666,61.30024305555556,5.424479166666667,2.558263888888889,5.299965277777778,4.302881944444445,10.010381944444443,0.4451388888888889,72.72708333333334
2309,2023-04-29,24.870416666666667,40.99576388888889,5.418125,2.5866666666666664,5.302361111111111,4.230208333333334,9.345590277777776,0.3411111111111111,76.64940972222222
2310,2023-04-30,28.50677083333333,44.669270833333336,5.41125,2.5675347222222222,5.293333333333333,4.1116319444444445,9.84565972222222,0.3586805555555555,76.0832638888889
2311,2023-05-01,32.263020833333336,43.17927083333333,5.4103125,2.611666666666667,5.3146875,4.000347222222223,9.008472222222222,0.4045486111111111,40.76868055555556
2312,2023-05-02,36.182187500000005,61.6884375,5.421319444444445,2.539618055555556,5.286423611111111,4.2082291666666665,8.835902777777777,0.4224652777777777,32.01166666666666
2313,2023-05-03,43.83552083333333,71.75090277777778,5.429236111111112,2.579201388888889,5.319583333333333,4.4221875,11.04090277777778,0.5501736111111112,52.265972222222224
2314,2023-05-04,45.03032608695652,64.7605072463768,5.4228125,2.6205208333333334,5.32125,4.1965625,10.338993055555555,0.6038541666666667,53.35260416666667
2315,2023-05-05,40.076875,71.32104166666666,5.3897916666666665,2.525659722222222,5.2595833333333335,4.0975,9.41767361111111,0.5667361111111111,33.16152777777778
2316,2023-05-06,47.71875,145.31489583333334,5.313263888888889,2.567673611111111,5.226875000000001,4.461701388888889,10.948715277777778,0.4415972222222222,47.39170138888889
2317,2023-05-07,37.95916666666667,109.16197916666664,5.304444444444445,2.560486111111111,5.210520833333333,3.872951388888889,11.435,0.4617361111111111,63.16322916666667
2318,2023-05-08,22.3165625,61.4084375,5.33625,2.562361111111111,5.229583333333333,4.376666666666667,10.088368055555556,0.3522222222222222,81.16305555555556
2319,2023-05-09,45.13875,87.55239583333334,5.352256944444445,2.507152777777778,5.221041666666667,4.962048611111111,12.550381944444444,0.6482638888888889,72.6854513888889
2320,2023-05-10,53.315,109.88048611111113,5.324340277777778,2.582951388888889,5.228020833333333,4.896909722222222,12.439965277777778,0.5795486111111111,81.2598611111111
2321,2023-05-11,42.72885416666667,87.10791666666667,5.341875000000001,2.5485416666666665,5.2215625,5.568541666666667,12.976909722222222,0.4844444444444444,78.25125
2322,2023-05-12,52.36385416666667,154.708125,5.3705902777777785,2.603854166666667,5.279652777777778,4.760416666666667,12.069027777777778,0.540798611111111,91.49743055555555
2323,2023-05-13,60.259791666666665,137.90125,5.352881944444444,2.600277777777778,5.272083333333334,5.328090277777778,15.028819444444444,0.8295833333333333,93.74760416666668
2324,2023-05-14,55.564166666666665,141.68072916666668,5.345833333333334,2.567916666666666,5.248194444444445,5.206180555555556,18.014062499999998,0.6095138888888889,72.76586805555556
2325,2023-05-15,17.8075,43.97211805555556,5.372812499999999,2.577534722222222,5.263506944444445,4.012048611111111,11.438090277777777,0.3182291666666667,63.571284722222224
2326,2023-05-16,13.556666666666668,23.095,5.366770833333334,2.590243055555556,5.261458333333334,4.404930555555556,8.816458333333333,0.2903125,52.46138888888888
2327,2023-05-17,19.5240625,30.91270833333333,5.362361111111111,2.6040625,5.292777777777778,5.140486111111112,7.975034722222222,0.3595486111111111,16.243750000000002
2328,2023-05-18,24.534927536231883,34.103442028985505,5.364548611111111,2.589027777777778,5.270590277777778,5.029513888888888,7.919444444444444,0.4916666666666667,19.3703125
2329,2023-05-19,41.48815972222222,64.03854166666666,5.3620833333333335,2.594340277777778,5.281631944444444,4.599722222222222,8.221111111111112,0.7136805555555555,20.01770833333333
2330,2023-05-20,48.12885416666666,85.88642361111111,5.387083333333333,2.583263888888889,5.2853819444444445,4.440520833333333,8.594027777777777,0.6679861111111111,19.877743055555555
2331,2023-05-21,24.46302083333333,35.987604166666664,5.380381944444444,2.584513888888889,5.278402777777778,4.121805555555556,7.945069444444445,0.3440277777777777,17.95795138888889
2332,2023-05-22,24.40520833333333,42.67583333333334,5.394826388888888,2.6086805555555554,5.305208333333334,4.801805555555556,7.997569444444444,0.3530555555555555,22.47368055555556
2333,2023-05-23,19.966354166666665,44.75125,5.389097222222222,2.62375,5.294826388888889,4.463506944444444,7.970590277777777,0.3135763888888889,24.68670138888889
2334,2023-05-24,25.8928125,51.81354166666667,5.377187500000001,2.591527777777778,5.283194444444445,4.200243055555556,7.956458333333333,0.4661458333333333,24.76802083333333
2335,2023-05-25,38.650104166666665,74.5371875,5.403611111111111,2.564722222222222,5.2853125,4.353194444444445,8.636354166666667,0.5894097222222222,24.686875
2336,2023-05-26,24.53318181818182,42.196704545454544,5.383229166666666,2.6135069444444445,5.303784722222223,3.916493055555556,8.004097222222223,0.4582986111111111,24.791597222222222
2337,2023-05-27,30.80826086956522,44.12815217391304,5.377777777777777,2.6003125,5.293680555555556,4.450833333333333,8.2928125,0.4792013888888888,24.775381944444444
2338,2023-05-28,17.66467391304348,29.471521739130434,5.392430555555555,2.6034027777777777,5.302708333333333,3.973020833333333,7.877083333333334,0.2939236111111111,24.659965277777776
2339,2023-05-29,37.49583333333333,78.26041666666667,5.397638888888888,2.5962847222222223,5.296284722222223,3.8804513888888894,8.756215277777779,0.5291319444444444,24.45399305555556
2340,2023-05-30,42.431041666666665,85.279375,5.365173611111111,2.6081944444444445,5.2715625,4.371805555555556,9.524618055555557,0.62,24.51864583333333
2341,2023-05-31,47.74489583333334,139.48458333333335,5.405659722222223,2.588611111111111,5.302881944444445,4.886875,9.90017361111111,0.6551041666666667,24.39645833333333
2342,2023-06-01,53.9946875,154.42385416666667,5.377291666666667,2.5776388888888886,5.2782638888888895,4.825694444444444,9.805555555555555,0.6298263888888889,24.53503472222222
2343,2023-06-02,58.86614583333333,139.52489583333332,5.406527777777778,2.564513888888889,5.288576388888889,5.305034722222223,9.633541666666666,0.6306597222222222,24.61277777777778
2344,2023-06-03,65.4328125,170.15291666666667,5.412673611111111,2.531875,5.279131944444445,5.134513888888889,9.869270833333331,0.6690277777777777,24.49451388888889
2345,2023-06-04,48.64302083333333,89.690625,5.408125000000001,2.5251041666666665,5.275590277777778,4.786840277777778,9.321006944444443,0.5176736111111111,24.442083333333333
2346,2023-06-05,54.489375,103.45815972222222,5.396284722222222,2.621423611111111,5.296354166666666,4.745659722222222,9.653958333333334,0.5707986111111111,24.4346875
2347,2023-06-06,63.33208333333334,138.60229166666667,5.388541666666666,2.601736111111111,5.295,5.398090277777778,10.103020833333334,0.6135416666666667,24.60059027777778
2348,2023-06-07,58.034062500000005,114.16239583333332,5.395798611111111,2.543993055555556,5.2725,5.469097222222222,10.088506944444443,0.6048958333333333,24.385416666666668
2349,2023-06-08,49.62760416666666,85.34945652173913,5.434548611111111,2.533472222222222,5.218958333333333,5.999861111111112,10.2228125,0.6687847222222222,24.83791666666667
2350,2023-06-09,21.408636363636365,35.03484848484848,5.378768115942029,2.613840579710145,5.282427536231884,4.877971014492753,9.152210144927537,0.4118115942028985,24.93688405797101
2351,2023-06-10,17.768125,23.36951388888889,5.373645833333334,2.611527777777778,5.278715277777778,4.064791666666667,8.580069444444446,0.3472222222222222,24.625694444444445
2352,2023-06-11,,11.575625,5.3625,2.613020833333333,5.273506944444445,4.054131944444444,8.224027777777778,0.3277777777777778,24.335069444444443
2353,2023-06-12,11.337916666666668,20.8778125,5.3656250000000005,2.587013888888889,5.2665625,4.484756944444444,8.383125,0.333125,24.584444444444443
2354,2023-06-13,23.5445,42.511,5.370868055555556,2.529479166666667,5.247638888888889,4.968645833333333,8.699722222222222,0.4021527777777778,24.529444444444447
2355,2023-06-14,24.749772727272727,41.81214285714286,5.372152777777778,2.629166666666667,5.279583333333334,5.848263888888888,8.966909722222221,0.6955208333333333,24.63493055555556
2356,2023-06-15,15.34972222222222,25.345902777777777,5.375381944444444,2.5465625,5.25125,4.671111111111111,8.302708333333333,0.3197222222222222,24.38899305555556
2357,2023-06-16,10.755,17.30125,5.381909722222222,2.603923611111111,5.29,4.199895833333334,8.076319444444445,0.2580902777777777,24.40649305555556
2358,2023-06-17,10.268333333333334,14.599761904761904,5.370381944444445,2.6025694444444443,5.279375,4.537222222222222,8.369895833333333,0.2529166666666667,24.09319444444445
2359,2023-06-18,8.788235294117648,13.148872549019607,5.373784722222222,2.6240625,5.291909722222222,4.098263888888889,7.997430555555556,0.2462847222222222,24.15631944444445
2360,2023-06-19,11.128749999999998,15.754791666666668,5.372916666666668,2.590208333333333,5.2619444444444445,3.977118055555556,8.260104166666666,0.3196875,24.16274305555556
2361,2023-06-20,16.414927536231886,23.38876811594203,5.381180555555556,2.620902777777778,5.296388888888889,3.9036458333333335,8.353402777777777,0.3177430555555555,24.20958333333333
2362,2023-06-21,17.427875,24.304625,5.353263888888889,2.5774305555555554,5.254270833333334,4.485833333333333,8.342638888888889,0.3651041666666666,24.49722222222222
2363,2023-06-22,16.247412280701752,27.93438596491228,5.406805555555555,2.585347222222222,5.296493055555556,4.878611111111112,8.323472222222222,0.3979513888888888,24.460763888888888
2364,2023-06-23,26.174479166666668,43.84791666666666,5.392743055555556,2.564930555555556,5.280937499999999,5.414131944444445,8.700243055555555,0.54875,24.49246527777778
2365,2023-06-24,25.113611111111112,46.004201388888895,5.396215277777777,2.6169444444444445,5.300902777777778,5.021770833333333,8.911840277777777,0.4954166666666666,24.527638888888887
2366,2023-06-25,20.73565217391305,43.43467391304348,6.376979166666668,2.529201388888889,5.192638888888889,5.099236111111112,9.042743055555556,0.3833333333333333,24.36204861111111
2367,2023-06-26,21.51538194444444,37.26052083333334,5.410034722222222,2.570625,5.303159722222222,4.728680555555555,9.223506944444445,0.3651736111111111,24.27961805555556
2368,2023-06-27,15.66525,26.027125,5.398680555555555,2.6015277777777777,5.303680555555556,4.312013888888889,9.32732638888889,0.3107291666666666,24.23086805555556
2369,2023-06-28,12.471979166666666,22.49107638888889,5.358298611111111,2.5978819444444445,5.2709375,3.857430555555556,9.239652777777778,0.2630902777777777,24.161527777777778
2370,2023-06-29,23.442210144927536,32.03547101449276,5.3703125,2.577361111111111,5.2734375,4.224444444444445,9.108923611111113,0.3733680555555556,24.26392361111111
2371,2023-06-30,14.644374999999998,25.354409722222226,5.378888888888889,2.613888888888889,5.294479166666666,4.3759375,9.204236111111111,0.3207291666666667,24.53861111111111
2372,2023-07-01,11.94828947368421,17.182850877192983,5.370833333333334,2.5713541666666666,5.267743055555555,4.298541666666667,8.870555555555557,0.3204861111111111,24.529131944444444
2373,2023-07-02,24.81075,33.17704166666667,5.403576388888889,2.5444444444444443,5.276805555555556,4.228194444444445,9.340416666666666,0.5116666666666667,24.14552083333333
2374,2023-07-03,24.375937500000003,35.70395833333333,5.402673611111111,2.611840277777778,5.3034027777777775,4.099166666666666,9.305798611111111,0.4922916666666666,23.9196875
2375,2023-07-04,20.13486111111111,32.04052083333333,5.372777777777777,2.578263888888889,5.2752083333333335,4.027083333333334,9.224270833333334,0.3789583333333333,24.23420138888889
2376,2023-07-05,22.8703125,36.166041666666665,5.378020833333333,2.5947916666666666,5.283888888888889,4.3779513888888895,9.795659722222222,0.3721874999999999,24.368854166666665
2377,2023-07-06,17.56892857142857,26.598571428571425,5.364855072463768,2.584420289855072,5.279311594202898,4.0260869565217385,10.129021739130437,0.3824999999999999,24.43605072463768
2378,2023-07-07,13.602282608695653,23.25228260869565,5.402881944444444,2.519340277777778,5.2646875,4.2540625,10.269479166666668,0.3339236111111111,24.1934375
2379,2023-07-08,18.61578947368421,30.708640350877197,5.368993055555555,2.630138888888889,5.291145833333333,4.1241666666666665,9.911354166666667,0.3335416666666666,24.26798611111111
2380,2023-07-09,17.781376811594203,29.220289855072465,5.36388888888889,2.607604166666667,5.279652777777778,3.829375,10.0509375,0.3446180555555555,24.45340277777778
2381,2023-07-10,20.63371212121212,33.947500000000005,5.359826388888888,2.784756944444444,5.273333333333333,4.250729166666667,10.145486111111111,0.3476388888888889,24.28576388888889
2382,2023-07-11,23.885978260869567,39.11945652173913,5.4096875,2.564618055555556,5.296215277777778,4.015138888888889,9.899513888888889,0.2853472222222222,24.23708333333333
2383,2023-07-12,22.73909090909091,32.944545454545455,5.392986111111111,2.593819444444444,5.298611111111112,3.8621875,9.72267361111111,0.3123611111111111,24.340208333333333
2384,2023-07-13,20.50378472222222,35.24517361111111,5.405763888888889,2.5532291666666667,5.2840625,3.6576388888888887,9.818368055555554,0.3373263888888889,24.301597222222224
2385,2023-07-14,15.498625,27.37447368421053,6.089492753623189,2.593478260869565,5.327826086956522,3.436702898550725,9.772753623188406,0.2605434782608695,24.53079710144928
2386,2023-07-15,15.507708333333332,27.334479166666668,5.3790625,2.545104166666667,5.268993055555556,3.542048611111111,10.032881944444444,0.3072222222222222,24.237986111111116
2387,2023-07-16,18.456875,40.55229166666667,5.366527777777779,2.578784722222222,5.278993055555556,3.467430555555556,9.902916666666666,0.2788541666666667,24.116284722222225
2388,2023-07-17,9.549772727272726,17.64435606060606,5.360590277777778,2.623298611111111,5.2921875,3.329930555555556,9.873993055555555,0.2510416666666666,24.37475694444444
2389,2023-07-18,24.254479166666663,44.00793478260869,5.3296875,2.637916666666667,5.215555555555556,3.6781944444444448,10.541041666666668,0.4008333333333333,24.662534722222222
2390,2023-07-19,29.555625000000003,55.50440972222222,5.393020833333334,2.5717708333333333,5.282256944444445,4.767604166666667,11.186944444444444,0.4181597222222222,24.39239583333333
2391,2023-07-20,21.649565217391302,46.96652173913044,5.399965277777778,2.5853819444444444,5.2825,5.029548611111111,11.001319444444446,0.345625,24.4121875
2392,2023-07-21,19.37942307692308,35.60041666666667,5.398506944444445,2.573368055555556,5.291111111111111,3.4711458333333334,10.11704861111111,0.393125,24.42260416666667
2393,2023-07-22,26.500763888888887,44.22416666666666,5.392743055555556,2.620416666666667,5.307118055555556,2.8261458333333334,10.860243055555555,0.5286458333333334,24.37
2394,2023-07-23,23.292753623188407,34.74920289855073,5.393298611111111,2.632951388888889,5.311076388888889,2.2801041666666664,10.119583333333331,0.4077430555555555,24.21420138888889
2395,2023-07-24,18.134375,32.03868055555555,5.404444444444445,2.556493055555556,5.294375,2.772395833333333,10.003298611111113,0.3071180555555555,24.27958333333333
2396,2023-07-25,21.59614583333333,39.445625,5.3778125,2.603125,5.285,3.645208333333333,10.144027777777778,0.3284722222222222,24.0590625
2397,2023-07-26,20.44239583333333,51.121180555555554,5.364097222222223,2.6420833333333333,5.290555555555556,3.290138888888889,10.44548611111111,0.3674652777777777,24.222222222222225
2398,2023-07-27,11.791145833333331,31.025277777777777,5.370625,2.5942013888888886,5.280798611111111,2.682118055555556,9.746145833333332,0.2428819444444444,24.107569444444447
2399,2023-07-28,10.882826086956522,18.13402173913044,5.376041666666667,2.593680555555556,5.278819444444444,2.3125,9.372777777777776,0.2142013888888888,24.08895833333333
2400,2023-07-29,14.663977272727273,24.2275,5.373958333333333,2.6044444444444443,5.293784722222222,2.047430555555556,9.386006944444444,0.2906597222222222,24.466875
2401,2023-07-30,15.390291666666666,26.29684210526316,5.359201388888889,2.6103125,5.218506944444445,2.358541666666667,9.819340277777778,0.2887847222222222,24.548680555555556
2402,2023-07-31,20.496770833333333,38.036006944444445,5.3933333333333335,2.5846875,5.275520833333333,3.481909722222222,10.530798611111113,0.4040277777777778,24.553923611111117
2403,2023-08-01,13.015760869565218,28.01304347826087,5.364826388888889,2.723020833333333,5.288611111111112,4.026701388888889,10.694583333333334,0.3136458333333333,24.84090277777777
2404,2023-08-02,12.964126984126985,23.63293650793651,5.3959375,2.568298611111111,5.275416666666667,3.250833333333334,10.257256944444444,0.3357291666666666,24.620625
2405,2023-08-03,8.910833333333333,13.19576923076923,5.4090625,2.566875,5.2896875,2.632430555555556,9.579236111111111,0.2216666666666666,24.506666666666664
2406,2023-08-04,7.527458333333334,13.919305555555557,5.364057971014493,2.531050724637681,7.01054347826087,3.103695652173913,9.913768115942029,0.243768115942029,24.74731884057971
2407,2023-08-05,10.18875,19.618333333333336,5.38125,2.6100000000000003,5.3046875,4.1303125,10.4484375,0.2728125,25.2115625
2408,2023-08-06,,,,,,,,,
2409,2023-08-07,,,,,,,,,
2410,2023-08-08,,,,,,,,,
2411,2023-08-09,,,,,,,,,
2412,2023-08-10,,,,,,,,,
2413,2023-08-11,30.21035714285714,54.488392857142856,5.3898214285714285,2.5039285714285717,5.239821428571429,,10.969285714285714,0.3648214285714286,25.17232142857143
2414,2023-08-12,36.2521875,55.2315625,5.400312499999999,2.5160416666666667,5.366979166666667,,11.768645833333332,0.3847916666666666,25.203645833333336
2415,2023-08-13,20.03010869565217,29.89945652173913,9.42641304347826,2.5281521739130435,5.281159420289855,,10.209528985507246,0.376123188405797,26.024891304347825
2416,2023-08-14,23.955729166666668,45.9178125,5.401458333333333,2.5340625,5.2742708333333335,,10.738958333333334,0.4264583333333333,25.08020833333333
2417,2023-08-15,25.281979166666662,59.61229166666667,5.3400694444444445,2.4811111111111117,5.724236111111111,,10.955972222222222,0.3459722222222222,25.732569444444447
2418,2023-08-16,37.38572916666667,62.50416666666667,5.399791666666666,2.599340277777778,6.372812499999999,,11.8534375,0.4228125,25.180833333333336
