,Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³)
889,2021-06-08 00:00:00,16.15,26.82,1.67,3.03,4.77,4.49,38.45,0.27,27.51
890,2021-06-09 00:00:00,18.95,29.77,1.53,3.43,4.92,2.83,39.68,0.27,31.1
891,2021-06-10 00:00:00,28.24,45.04,1.87,3.84,5.75,3.4,42.72,0.31,31.99
892,2021-06-11 00:00:00,15.33,23.84,1.54,2.09,3.8,2.17,39.46,0.17,26.18
893,2021-06-12 00:00:00,12.0,19.54,1.8,2.11,4.14,2.32,39.78,0.18,23.33
894,2021-06-13 00:00:00,17.17,31.49,2.05,3.14,5.37,3.1,42.72,0.2,27.07
895,2021-06-14 00:00:00,11.77,22.89,1.96,3.12,5.25,3.06,42.17,0.15,23.92
896,2021-06-15 00:00:00,13.55,24.59,2.22,2.66,5.18,2.93,42.54,0.12,24.16
897,2021-06-16 00:00:00,8.58,21.82,1.71,2.04,3.93,2.26,44.86,0.07,28.71
898,2021-06-17 00:00:00,13.37,31.36,1.66,2.21,4.07,2.43,42.48,0.1,25.84
899,2021-06-18 00:00:00,14.84,34.87,1.94,3.31,5.38,3.14,43.23,0.11,24.69
900,2021-06-19 00:00:00,9.88,37.25,1.62,2.66,4.41,2.51,40.36,0.09,23.69
901,2021-06-20 00:00:00,17.19,33.02,1.69,3.51,5.22,2.93,41.52,0.18,25.82
902,2021-06-21 00:00:00,21.76,38.66,1.88,4.6,6.38,3.62,40.68,0.31,28.07
903,2021-06-22 00:00:00,20.34,38.6,3.33,3.33,7.19,4.1,40.72,0.21,30.0
904,2021-06-23 00:00:00,25.96,46.6,1.14,3.5,4.48,2.56,45.85,0.18,33.6
905,2021-06-24 00:00:00,26.1,53.82,1.27,5.49,6.36,3.64,44.24,0.3,32.47
906,2021-06-25 00:00:00,24.42,51.23,1.24,5.08,5.95,3.38,43.76,0.24,31.42
907,2021-06-26 00:00:00,20.39,40.93,2.72,5.47,8.24,4.74,42.98,0.31,27.87
908,2021-06-27 00:00:00,19.38,36.2,1.39,2.6,4.04,2.21,40.85,0.14,33.31
909,2021-06-28 00:00:00,18.4,35.32,1.23,3.59,4.68,2.63,40.8,0.17,28.66
910,2021-06-29 00:00:00,16.93,29.3,1.08,3.43,4.34,2.43,40.0,0.19,31.07
911,2021-06-30 00:00:00,15.41,30.62,1.17,4.38,5.27,2.97,40.82,0.25,30.9
912,2021-07-01 00:00:00,20.87,38.96,1.23,4.27,5.25,2.95,43.77,0.28,31.49
913,2021-07-02 00:00:00,21.53,35.76,1.21,4.39,5.34,2.97,42.86,0.28,30.03
914,2021-07-03 00:00:00,14.11,27.15,1.51,4.77,6.05,3.44,46.2,0.28,25.65
915,2021-07-04 00:00:00,26.58,48.11,1.96,4.61,6.51,3.71,43.78,0.33,30.0
916,2021-07-05 00:00:00,22.64,46.43,3.55,5.73,9.03,5.18,47.15,0.3,26.27
917,2021-07-06 00:00:00,28.2,49.79,1.41,4.8,5.95,3.39,43.11,0.21,31.87
918,2021-07-07 00:00:00,22.86,42.33,1.25,4.25,5.27,2.95,38.24,0.26,27.9
919,2021-07-08 00:00:00,11.05,21.39,1.22,2.75,3.95,2.18,37.32,0.15,26.57
920,2021-07-09 00:00:00,17.72,40.22,2.33,5.8,8.01,4.59,40.22,0.28,27.12
921,2021-07-10 00:00:00,14.11,27.28,1.22,2.23,3.51,1.94,39.2,0.13,26.38
922,2021-07-11 00:00:00,21.68,35.56,1.97,3.31,5.41,3.01,39.3,0.25,25.26
923,2021-07-12 00:00:00,13.82,27.13,1.36,2.54,3.96,2.18,39.56,0.16,25.28
924,2021-07-13 00:00:00,13.16,26.93,1.19,3.77,4.78,2.65,40.72,0.17,30.48
925,2021-07-14 00:00:00,11.66,27.97,2.08,4.85,6.87,3.9,41.96,0.17,24.49
926,2021-07-15 00:00:00,12.9,27.36,1.62,4.79,6.21,3.48,41.74,0.17,22.63
927,2021-07-16 00:00:00,18.65,37.76,4.17,4.34,8.9,5.09,44.99,0.23,28.31
928,2021-07-17 00:00:00,18.26,32.46,1.61,4.27,5.77,3.28,44.6,0.21,26.05
929,2021-07-18 00:00:00,21.31,46.98,2.81,4.4,7.42,4.28,44.86,0.21,30.5
930,2021-07-19 00:00:00,,,,,,,,,
931,2021-07-20 00:00:00,18.06,32.03,1.94,4.93,6.75,3.87,47.11,0.27,29.41
932,2021-07-21 00:00:00,17.22,29.14,1.46,3.23,4.66,2.64,47.97,0.19,30.12
933,2021-07-22 00:00:00,11.52,20.68,1.26,2.7,3.95,2.22,47.1,0.14,28.28
934,2021-07-23 00:00:00,12.93,24.39,1.35,4.12,5.28,2.98,46.17,0.18,25.27
935,2021-07-24 00:00:00,,29.37,3.13,3.35,6.84,3.86,47.56,0.15,29.0
936,2021-07-25 00:00:00,,,1.15,2.88,3.97,2.17,43.25,0.09,28.55
937,2021-07-26 00:00:00,16.44,32.29,1.56,3.84,5.33,3.01,44.23,0.13,22.92
938,2021-07-27 00:00:00,11.92,23.49,1.44,3.53,4.88,2.8,48.33,0.15,19.85
939,2021-07-28 00:00:00,12.6,37.38,2.01,3.93,5.99,3.38,47.18,0.2,19.11
940,2021-07-29 00:00:00,,15.2,1.91,4.14,6.05,3.54,45.37,0.14,18.49
941,2021-07-30 00:00:00,,19.02,3.32,3.22,7.03,5.84,46.3,0.17,14.98
942,2021-07-31 00:00:00,,28.75,3.48,2.83,6.96,5.74,45.43,0.19,15.7
943,2021-08-01 00:00:00,17.62,33.19,2.49,2.68,5.56,3.59,48.88,0.13,17.17
944,2021-08-02 00:00:00,,31.18,1.65,3.86,5.46,3.64,52.24,0.14,19.52
945,2021-08-03 00:00:00,8.91,27.93,1.23,4.14,5.14,2.98,52.78,0.15,26.07
946,2021-08-04 00:00:00,27.38,34.95,2.1,3.6,5.83,3.37,54.53,0.14,21.45
947,2021-08-05 00:00:00,20.46,36.87,2.17,4.74,6.89,4.0,56.02,0.16,21.63
948,2021-08-06 00:00:00,13.5,40.62,1.52,5.57,6.76,3.93,53.39,0.18,22.9
949,2021-08-07 00:00:00,14.05,26.14,1.3,3.99,5.11,2.93,52.28,0.17,21.02
950,2021-08-08 00:00:00,12.53,25.28,1.23,4.08,5.1,2.96,53.59,0.15,25.34
951,2021-08-09 00:00:00,21.13,37.25,1.12,4.08,4.94,2.87,55.9,0.17,29.12
952,2021-08-10 00:00:00,28.26,43.76,1.15,4.37,5.23,3.04,58.78,0.18,25.94
953,2021-08-11 00:00:00,28.1,42.74,1.05,3.49,4.36,2.55,57.52,0.17,28.61
954,2021-08-12 00:00:00,24.63,42.52,1.15,5.11,5.85,3.37,55.32,0.19,22.0
955,2021-08-13 00:00:00,21.77,36.98,1.33,5.3,6.27,3.59,57.2,0.25,22.99
956,2021-08-14 00:00:00,29.16,52.25,1.76,5.45,6.96,4.06,57.87,0.29,21.48
957,2021-08-15 00:00:00,,,,,,,,,
958,2021-08-16 00:00:00,,,,,,,,,
959,2021-08-17 00:00:00,15.93,30.02,1.45,5.79,6.86,4.0,58.71,0.22,19.93
960,2021-08-18 00:00:00,14.65,28.25,1.53,5.22,6.47,3.73,57.89,0.18,18.62
961,2021-08-19 00:00:00,12.83,24.04,1.28,4.18,5.25,3.03,57.64,0.11,20.52
962,2021-08-20 00:00:00,18.56,32.02,1.41,5.55,6.6,3.8,57.08,0.17,19.61
963,2021-08-21 00:00:00,15.4,28.78,1.17,3.46,4.49,2.54,57.12,0.09,22.56
964,2021-08-22 00:00:00,17.62,33.66,1.12,3.18,4.18,2.4,59.9,0.11,23.52
965,2021-08-23 00:00:00,31.15,49.16,1.31,5.96,6.81,3.87,60.78,0.28,20.76
966,2021-08-24 00:00:00,24.9,40.91,1.23,4.0,5.03,2.86,62.2,0.19,22.53
967,2021-08-25 00:00:00,30.46,43.61,1.19,4.4,5.31,3.04,62.48,0.2,24.22
968,2021-08-26 00:00:00,27.2,35.88,1.27,4.56,5.56,3.13,59.11,0.23,20.52
969,2021-08-27 00:00:00,9.09,15.84,1.3,1.91,3.32,1.86,56.44,0.12,17.74
970,2021-08-28 00:00:00,18.78,39.46,2.57,4.24,6.97,3.94,59.51,0.27,16.96
971,2021-08-29 00:00:00,16.54,27.88,2.49,3.8,6.5,3.7,59.22,0.18,17.29
972,2021-08-30 00:00:00,23.57,37.44,2.95,4.25,7.51,4.25,58.98,0.25,17.71
973,2021-08-31 00:00:00,25.68,42.69,3.97,5.28,8.74,5.0,62.71,0.25,20.86
974,2021-09-01 00:00:00,21.42,40.05,1.86,5.85,7.43,4.23,66.08,0.2,19.29
975,2021-09-02 00:00:00,14.85,23.75,1.28,3.17,4.37,2.44,65.85,0.13,18.84
976,2021-09-03 00:00:00,34.77,59.74,2.38,6.06,8.3,4.72,70.42,0.39,16.93
977,2021-09-04 00:00:00,36.22,63.89,5.06,6.12,11.49,6.61,73.02,0.35,21.31
978,2021-09-05 00:00:00,29.46,42.99,1.37,5.07,6.12,3.46,71.65,0.22,25.44
979,2021-09-06 00:00:00,16.56,28.79,2.35,4.57,6.99,3.96,66.34,0.24,17.71
980,2021-09-07 00:00:00,19.94,34.66,8.71,6.04,14.83,8.42,62.09,0.5,16.3
981,2021-09-08 00:00:00,20.23,39.98,7.92,5.3,13.07,7.46,60.33,0.3,20.95
982,2021-09-09 00:00:00,27.78,51.69,11.74,3.99,16.89,9.68,62.44,0.52,16.28
983,2021-09-10 00:00:00,21.13,48.92,7.48,3.3,11.41,6.55,65.68,0.31,17.31
984,2021-09-11 00:00:00,18.21,36.85,2.21,4.52,6.76,3.81,64.32,0.19,19.32
985,2021-09-12 00:00:00,35.19,61.54,5.6,4.25,9.72,5.54,67.57,0.28,19.9
986,2021-09-13 00:00:00,30.73,61.05,3.85,5.73,9.83,5.59,70.47,0.35,18.03
987,2021-09-14 00:00:00,24.75,51.17,3.5,5.65,9.41,5.38,69.36,0.3,16.72
988,2021-09-15 00:00:00,15.8,42.38,4.09,5.62,10.16,5.8,67.5,0.26,16.94
989,2021-09-16 00:00:00,17.64,33.33,4.35,5.12,10.08,5.72,68.39,0.31,14.2
990,2021-09-17 00:00:00,21.15,34.12,2.41,3.95,6.54,3.64,68.22,0.25,19.8
991,2021-09-18 00:00:00,10.5,20.3,2.64,3.22,6.21,3.46,65.35,0.17,16.25
992,2021-09-19 00:00:00,13.68,25.36,2.24,2.71,5.23,2.91,67.57,0.17,16.99
993,2021-09-20 00:00:00,27.51,49.37,4.57,5.84,10.25,5.82,73.23,0.35,17.26
994,2021-09-21 00:00:00,13.46,29.45,1.95,5.84,7.55,4.22,68.16,0.2,17.48
995,2021-09-22 00:00:00,19.29,40.91,6.29,3.9,11.37,6.4,70.21,0.35,16.7
996,2021-09-23 00:00:00,32.54,59.5,7.94,5.34,13.6,7.8,74.61,0.4,15.73
997,2021-09-24 00:00:00,25.94,51.68,5.97,5.19,11.13,6.32,76.35,0.32,18.3
998,2021-09-25 00:00:00,24.77,50.02,4.98,3.74,9.51,5.38,77.54,0.3,18.69
999,2021-09-26 00:00:00,30.97,61.37,9.21,4.33,13.51,7.7,74.87,0.25,17.17
1000,2021-09-27 00:00:00,18.64,42.66,3.56,4.74,8.72,4.91,74.93,0.24,14.83
1001,2021-09-28 00:00:00,12.62,28.84,6.22,3.8,11.11,6.28,71.84,0.26,14.33
1002,2021-09-29 00:00:00,21.49,45.09,6.15,5.24,12.05,6.86,73.13,0.35,14.42
1003,2021-09-30 00:00:00,34.93,60.88,8.55,6.3,15.32,8.85,78.34,0.44,16.68
1004,2021-10-01 00:00:00,24.92,50.99,6.57,7.6,14.09,8.24,82.21,0.36,19.11
1005,2021-10-02 00:00:00,26.95,64.85,3.97,7.29,11.45,6.66,79.98,0.35,16.32
1006,2021-10-03 00:00:00,25.57,44.98,3.14,5.16,8.52,4.93,78.09,0.22,17.54
1007,2021-10-04 00:00:00,15.04,22.81,1.53,4.35,5.73,3.27,73.58,0.19,16.95
1008,2021-10-05 00:00:00,16.15,36.08,1.52,3.42,4.93,2.78,72.51,0.23,17.57
1009,2021-10-06 00:00:00,31.05,57.61,7.93,4.83,14.45,8.53,81.3,0.65,15.88
1010,2021-10-07 00:00:00,40.67,71.93,4.59,9.07,13.78,8.16,83.97,0.63,19.48
1011,2021-10-08 00:00:00,42.17,75.19,11.67,6.4,20.53,12.24,86.21,0.7,17.97
1012,2021-10-09 00:00:00,40.62,79.94,5.56,8.04,13.81,8.27,83.84,0.52,19.58
1013,2021-10-10 00:00:00,33.72,59.31,5.87,7.38,14.0,8.36,83.81,0.57,20.82
1014,2021-10-11 00:00:00,46.72,76.17,7.19,6.07,14.61,8.78,85.83,0.68,18.28
1015,2021-10-12 00:00:00,42.98,69.07,3.6,5.69,9.58,5.81,86.26,0.55,20.06
1016,2021-10-13 00:00:00,40.55,64.06,2.82,5.92,8.76,5.31,86.93,0.5,17.85
1017,2021-10-14 00:00:00,27.05,52.56,3.88,5.03,9.35,5.72,83.04,0.45,18.34
1018,2021-10-15 00:00:00,24.92,49.64,2.68,5.29,8.04,4.92,82.15,0.36,18.96
1019,2021-10-16 00:00:00,18.68,38.3,2.09,3.99,6.15,3.75,82.2,0.22,19.73
1020,2021-10-17 00:00:00,25.16,39.4,1.97,4.67,6.57,3.97,78.43,0.33,18.14
1021,2021-10-18 00:00:00,13.95,,1.33,3.45,4.68,2.82,72.84,0.25,20.46
1022,2021-10-19 00:00:00,8.44,,1.68,3.5,5.2,3.06,72.04,0.15,16.66
1023,2021-10-20 00:00:00,6.25,,1.79,3.3,5.16,4.25,71.04,0.12,15.24
1024,2021-10-21 00:00:00,7.97,,1.33,3.7,4.92,5.02,69.78,0.19,20.39
1025,2021-10-22 00:00:00,55.0,,2.93,9.89,12.3,7.79,82.32,0.56,24.51
1026,2021-10-23 00:00:00,79.77,,9.24,8.37,19.28,12.27,88.04,0.75,18.9
1027,2021-10-24 00:00:00,78.84,,7.82,6.44,15.76,10.18,86.7,0.65,18.45
1028,2021-10-25 00:00:00,70.7,,13.24,5.08,20.97,14.9,87.89,0.89,14.96
1029,2021-10-26 00:00:00,71.99,,14.15,4.15,21.73,13.59,86.09,0.88,13.28
1030,2021-10-27 00:00:00,60.16,,8.19,4.22,14.14,8.9,83.75,0.64,16.08
1031,2021-10-28 00:00:00,47.18,75.53,4.28,4.9,9.68,6.13,82.45,0.56,16.64
1032,2021-10-29 00:00:00,46.49,66.0,6.16,4.17,11.66,7.47,84.59,0.54,16.29
1033,2021-10-30 00:00:00,58.44,86.76,10.03,4.97,17.01,10.99,87.24,0.73,16.75
1034,2021-10-31 00:00:00,58.02,85.56,4.0,7.92,12.01,7.8,87.74,0.56,19.53
1035,2021-11-01 00:00:00,58.66,90.38,6.13,7.05,13.98,9.09,88.01,0.61,19.49
1036,2021-11-02 00:00:00,47.24,89.44,5.1,4.77,10.77,7.01,83.95,0.48,15.65
1037,2021-11-03 00:00:00,50.08,88.17,10.65,5.07,17.52,11.65,58.15,0.57,16.67
1038,2021-11-04 00:00:00,127.35,170.53,11.89,5.99,19.04,12.52,30.27,0.66,17.38
1039,2021-11-05 00:00:00,132.02,171.14,12.89,4.03,18.17,12.1,27.42,0.63,17.86
1040,2021-11-06 00:00:00,72.12,100.72,9.67,3.77,13.68,9.08,21.43,0.59,14.4
1041,2021-11-07 00:00:00,47.27,83.3,5.9,3.26,10.05,6.68,20.2,0.46,18.8
1042,2021-11-08 00:00:00,38.37,80.38,2.07,3.51,5.71,3.83,18.59,0.45,15.1
1043,2021-11-09 00:00:00,46.43,89.13,11.67,3.26,15.44,10.26,20.84,0.64,17.31
1044,2021-11-10 00:00:00,49.16,76.71,4.78,3.11,8.61,5.75,20.79,0.53,16.8
1045,2021-11-11 00:00:00,52.35,84.62,11.33,3.37,15.53,10.34,22.14,0.8,14.23
1046,2021-11-12 00:00:00,55.08,107.75,17.98,4.8,23.63,15.88,24.62,0.92,15.77
1047,2021-11-13 00:00:00,63.44,112.2,18.3,3.62,25.03,16.85,24.71,0.93,14.71
1048,2021-11-14 00:00:00,72.58,119.78,10.25,5.28,17.62,11.91,24.44,0.85,13.91
1049,2021-11-15 00:00:00,75.75,121.46,14.42,4.47,21.49,14.63,23.98,0.97,15.45
1050,2021-11-16 00:00:00,72.76,114.33,9.08,4.09,14.99,10.18,18.75,0.79,15.15
1051,2021-11-17 00:00:00,67.01,104.05,8.07,3.91,13.59,9.19,18.31,0.77,15.39
1052,2021-11-18 00:00:00,63.19,102.77,14.05,3.63,19.1,13.03,19.42,0.83,15.05
1053,2021-11-19 00:00:00,66.49,101.88,9.83,2.95,14.03,9.59,18.34,0.75,13.41
1054,2021-11-20 00:00:00,64.47,109.14,20.76,3.2,26.04,17.82,19.93,0.94,13.09
1055,2021-11-21 00:00:00,73.42,121.8,16.22,4.95,22.48,15.46,19.04,0.81,12.81
1056,2021-11-22 00:00:00,69.5,101.38,4.52,4.46,9.75,6.73,18.65,0.56,13.94
1057,2021-11-23 00:00:00,32.77,61.09,1.74,3.23,5.04,4.1,15.68,0.26,16.46
1058,2021-11-24 00:00:00,52.27,75.48,4.16,4.81,9.55,6.69,19.64,0.48,15.72
1059,2021-11-25 00:00:00,81.16,113.67,10.26,6.14,17.06,11.71,24.67,0.86,15.42
1060,2021-11-26 00:00:00,89.45,126.18,11.73,5.93,19.17,13.4,24.3,0.95,13.13
1061,2021-11-27 00:00:00,86.44,125.07,15.81,3.85,21.89,15.44,25.05,0.97,13.22
1062,2021-11-28 00:00:00,73.68,106.42,10.94,3.42,16.72,11.88,23.34,0.77,14.37
1063,2021-11-29 00:00:00,76.78,114.33,24.14,4.98,29.97,21.4,25.26,0.9,12.73
1064,2021-11-30 00:00:00,64.9,110.02,17.77,4.22,23.59,16.81,23.75,0.87,12.85
1065,2021-12-01 00:00:00,62.71,102.84,14.58,5.36,21.29,15.25,22.48,0.7,14.37
1066,2021-12-02 00:00:00,69.97,114.07,18.21,4.62,24.88,17.96,25.92,0.86,13.43
1067,2021-12-03 00:00:00,71.97,115.55,17.45,4.58,24.24,17.68,25.23,0.9,13.86
1068,2021-12-04 00:00:00,72.92,112.8,12.08,4.41,17.8,12.95,21.74,0.79,12.48
1069,2021-12-05 00:00:00,71.27,107.49,9.81,3.32,14.1,10.27,19.91,0.71,14.12
1070,2021-12-06 00:00:00,72.4,106.14,7.31,4.22,12.71,9.33,21.52,0.76,13.39
1071,2021-12-07 00:00:00,72.98,106.92,8.17,4.84,13.45,9.85,20.07,0.71,12.37
1072,2021-12-08 00:00:00,54.44,80.66,15.14,2.51,18.1,13.18,21.21,0.86,11.66
1073,2021-12-09 00:00:00,70.18,107.05,18.56,3.11,21.74,15.97,21.77,1.01,3.9
1074,2021-12-10 00:00:00,65.93,103.75,10.42,5.73,16.12,11.87,19.7,0.74,2.25
1075,2021-12-11 00:00:00,73.12,110.68,2.21,5.44,7.55,5.65,19.04,0.45,6.07
1076,2021-12-12 00:00:00,75.99,109.66,7.68,4.42,13.85,10.17,20.68,0.59,4.07
1077,2021-12-13 00:00:00,83.11,113.72,12.11,4.2,18.0,13.32,24.13,0.96,6.1
1078,2021-12-14 00:00:00,81.17,123.29,21.82,3.4,27.0,20.17,25.99,1.18,5.73
1079,2021-12-15 00:00:00,104.53,157.56,23.74,4.97,30.1,22.63,27.84,1.3,4.15
1080,2021-12-16 00:00:00,90.41,146.5,23.59,3.33,29.22,22.24,27.67,1.24,5.11
1081,2021-12-17 00:00:00,,138.53,19.35,3.57,24.75,18.91,26.5,1.14,2.36
1082,2021-12-18 00:00:00,76.0,128.11,17.45,3.98,23.41,18.29,28.17,1.05,16.09
1083,2021-12-19 00:00:00,95.46,141.01,18.08,3.71,23.49,18.14,31.27,1.03,18.23
1084,2021-12-20 00:00:00,102.57,156.77,22.41,4.56,27.23,21.24,30.8,1.05,18.76
1085,2021-12-21 00:00:00,106.04,173.6,41.77,4.02,48.83,38.33,25.78,1.79,
1086,2021-12-22 00:00:00,114.71,164.1,19.45,3.05,25.03,19.78,21.58,1.27,0.38
1087,2021-12-23 00:00:00,103.97,165.31,23.48,5.05,30.48,24.1,22.83,1.39,
1088,2021-12-24 00:00:00,100.96,149.21,15.88,4.7,21.72,17.29,23.12,1.27,
1089,2021-12-25 00:00:00,89.04,132.16,11.64,4.95,18.26,14.55,19.95,1.05,
1090,2021-12-26 00:00:00,76.08,117.51,9.21,3.35,14.37,11.53,18.26,0.82,3.78
1091,2021-12-27 00:00:00,87.3,139.73,24.06,4.74,29.33,23.78,20.46,1.03,3.55
1092,2021-12-28 00:00:00,88.39,116.98,14.4,4.21,19.62,16.02,18.75,0.95,4.71
1093,2021-12-29 00:00:00,94.87,145.12,7.58,5.53,13.86,12.85,20.06,0.96,2.26
1094,2021-12-30 00:00:00,138.59,209.17,26.29,6.74,33.71,27.84,28.85,1.61,
1095,2021-12-31 00:00:00,145.85,204.65,30.68,3.8,34.71,29.24,29.93,1.68,0.12
1096,2022-01-01 00:00:00,192.65,271.21,15.33,3.35,13.06,15.46,10.25,2.64,19.67
1097,2022-01-02 00:00:00,140.46,226.06,15.29,3.32,13.03,14.59,10.24,1.85,19.65
1098,2022-01-03 00:00:00,136.84,237.81,15.29,3.34,13.04,15.37,9.83,1.71,20.09
1099,2022-01-04 00:00:00,150.6,282.76,15.31,3.3,13.04,14.87,10.27,1.99,21.15
1100,2022-01-05 00:00:00,129.28,234.36,15.31,3.31,13.03,14.66,9.75,1.8,21.13
1101,2022-01-06 00:00:00,121.23,244.66,15.28,3.31,13.01,14.1,9.54,1.74,20.95
1102,2022-01-07 00:00:00,130.0,246.4,15.29,3.33,13.04,14.52,9.3,1.68,20.93
1103,2022-01-08 00:00:00,121.93,257.52,15.3,3.31,13.03,14.57,9.4,1.65,20.77
1104,2022-01-09 00:00:00,127.36,244.4,15.27,3.33,13.03,14.93,9.25,1.42,20.95
1105,2022-01-10 00:00:00,122.83,234.4,15.28,3.34,13.03,15.5,8.84,1.4,21.0
1106,2022-01-11 00:00:00,173.23,307.08,15.29,3.31,13.02,16.62,8.71,1.62,21.63
1107,2022-01-12 00:00:00,102.86,177.57,15.29,3.33,13.04,17.38,8.4,1.44,21.24
1108,2022-01-13 00:00:00,87.95,112.92,15.29,3.31,13.03,15.42,6.7,0.8,21.3
1109,2022-01-14 00:00:00,183.72,231.23,15.32,3.33,13.06,17.86,7.53,2.21,20.96
1110,2022-01-15 00:00:00,115.32,151.64,15.28,3.31,13.02,15.85,7.89,1.43,21.06
1111,2022-01-16 00:00:00,135.21,201.49,15.3,3.34,13.04,15.34,8.44,1.48,21.09
1112,2022-01-17 00:00:00,131.32,215.3,15.33,3.29,13.04,14.11,8.57,1.49,21.18
1113,2022-01-18 00:00:00,164.05,195.42,15.28,3.32,13.03,12.95,8.58,1.64,21.25
1114,2022-01-19 00:00:00,108.76,170.3,15.27,3.29,13.0,13.79,8.54,1.41,21.17
1115,2022-01-20 00:00:00,68.91,145.76,21.28,2.28,16.53,11.57,7.31,0.86,21.26
1116,2022-01-21 00:00:00,77.14,111.73,15.23,0.96,11.83,10.07,6.38,0.74,21.19
1117,2022-01-22 00:00:00,122.81,195.88,15.22,0.95,11.82,11.1,6.97,1.36,20.54
1118,2022-01-23 00:00:00,97.37,139.64,15.26,0.93,11.84,10.64,6.54,1.01,20.7
1119,2022-01-24 00:00:00,81.26,120.76,15.24,0.91,11.81,10.56,6.56,1.02,21.29
1120,2022-01-25 00:00:00,90.34,142.13,15.27,0.91,11.84,9.69,6.77,0.82,20.83
1121,2022-01-26 00:00:00,105.85,212.94,15.24,0.97,11.84,10.08,7.13,1.22,20.43
1122,2022-01-27 00:00:00,45.46,86.25,15.25,0.9,11.81,7.81,6.5,0.51,21.07
1123,2022-01-28 00:00:00,104.78,180.98,15.31,1.13,11.97,9.81,6.75,0.93,21.24
1124,2022-01-29 00:00:00,146.49,234.67,11.35,1.64,9.25,11.1,7.65,1.24,20.8
1125,2022-01-30 00:00:00,148.7,238.19,5.47,2.55,5.33,12.09,7.97,1.77,21.13
1126,2022-01-31 00:00:00,122.14,190.79,5.47,2.58,5.34,11.76,7.77,1.3,20.96
1127,2022-02-01 00:00:00,104.72,159.3,5.47,2.58,5.34,12.49,7.32,0.96,21.71
1128,2022-02-02 00:00:00,56.04,88.69,5.49,2.54,5.33,10.55,7.45,0.73,21.16
1129,2022-02-03 00:00:00,122.07,189.85,5.48,2.57,5.34,11.83,8.16,1.28,21.03
1130,2022-02-04 00:00:00,69.1,110.43,5.47,2.58,5.34,11.37,7.61,1.04,20.61
1131,2022-02-05 00:00:00,38.42,50.59,5.46,2.58,5.35,9.27,7.01,0.49,21.42
1132,2022-02-06 00:00:00,87.76,125.83,5.5,2.58,5.35,10.69,7.21,0.87,20.94
1133,2022-02-07 00:00:00,111.98,175.63,5.48,2.6,5.36,12.66,7.79,1.31,21.09
1134,2022-02-08 00:00:00,109.62,175.99,5.47,2.54,5.33,12.78,7.78,1.21,21.28
1135,2022-02-09 00:00:00,98.66,152.16,5.48,2.57,5.35,11.67,7.66,1.0,21.04
1136,2022-02-10 00:00:00,100.59,160.13,5.48,2.56,5.34,9.99,7.53,0.95,20.93
1137,2022-02-11 00:00:00,120.87,188.43,5.46,2.58,5.33,10.2,7.4,1.17,20.83
1138,2022-02-12 00:00:00,88.04,151.19,5.47,2.56,5.34,9.92,7.35,0.94,20.79
1139,2022-02-13 00:00:00,104.21,177.43,5.47,2.58,5.34,10.23,7.91,1.03,20.82
1140,2022-02-14 00:00:00,93.4,186.92,5.46,2.56,5.33,9.79,8.31,1.09,21.11
1141,2022-02-15 00:00:00,98.75,221.13,5.46,2.61,5.35,9.98,8.45,1.15,21.14
1142,2022-02-16 00:00:00,110.4,292.65,5.44,2.59,5.32,10.94,8.85,1.17,21.05
1143,2022-02-17 00:00:00,101.71,237.59,5.46,2.52,5.31,10.03,8.46,1.12,21.25
1144,2022-02-18 00:00:00,128.45,262.62,5.46,2.59,5.34,11.67,8.87,1.3,20.96
1145,2022-02-19 00:00:00,93.72,207.42,5.45,2.6,5.33,10.9,8.57,1.04,21.67
1146,2022-02-20 00:00:00,59.49,154.14,5.45,2.56,5.31,8.63,8.23,0.64,21.79
1147,2022-02-21 00:00:00,66.19,112.13,5.46,2.54,5.31,8.26,7.88,0.58,21.94
1148,2022-02-22 00:00:00,88.96,162.81,5.49,2.56,5.34,10.08,8.14,0.91,21.26
1149,2022-02-23 00:00:00,91.07,184.13,5.46,2.61,5.35,10.82,8.36,1.01,20.84
1150,2022-02-24 00:00:00,78.62,155.76,5.49,2.54,5.33,13.84,9.2,0.91,21.4
1151,2022-02-25 00:00:00,40.5,71.18,5.49,2.54,5.34,12.81,8.85,0.45,21.92
1152,2022-02-26 00:00:00,62.27,103.9,5.47,2.59,5.34,11.13,7.04,0.79,26.79
1153,2022-02-27 00:00:00,104.4,174.72,5.49,2.57,5.37,12.02,12.14,1.05,33.35
1154,2022-02-28 00:00:00,92.39,179.17,5.45,2.56,5.32,11.6,18.11,0.79,41.52
1155,2022-03-01 00:00:00,67.35,149.25,5.49,2.56,5.34,12.21,17.49,0.66,50.35
1156,2022-03-02 00:00:00,105.36,202.35,5.44,2.57,5.32,14.88,19.35,1.04,46.47
1157,2022-03-03 00:00:00,93.04,241.55,5.46,2.58,5.33,12.81,20.7,1.03,33.47
1158,2022-03-04 00:00:00,100.26,243.07,5.45,2.57,5.33,11.66,15.52,1.05,21.17
1159,2022-03-05 00:00:00,90.28,246.8,5.44,2.56,5.32,12.7,17.7,0.92,31.59
1160,2022-03-06 00:00:00,102.15,229.1,5.45,2.61,5.34,15.89,11.71,0.85,48.68
